행정구역별(시도),가구주의 성별,가구주의 연령별,계.2026,미혼.2026,유배우.2026,사별.2026,이혼.2026,계.2027,미혼.2027,유배우.2027,사별.2027,이혼.2027,계.2028,미혼.2028,유배우.2028,사별.2028,이혼.2028,계.2029,미혼.2029,유배우.2029,사별.2029,이혼.2029,계.2030,미혼.2030,유배우.2030,사별.2030,이혼.2030,계.2031,미혼.2031,유배우.2031,사별.2031,이혼.2031,계.2032,미혼.2032,유배우.2032,사별.2032,이혼.2032,계.2033,미혼.2033,유배우.2033,사별.2033,이혼.2033,계.2034,미혼.2034,유배우.2034,사별.2034,이혼.2034,계.2035,미혼.2035,유배우.2035,사별.2035,이혼.2035,계.2036,미혼.2036,유배우.2036,사별.2036,이혼.2036,계.2037,미혼.2037,유배우.2037,사별.2037,이혼.2037,계.2038,미혼.2038,유배우.2038,사별.2038,이혼.2038,계.2039,미혼.2039,유배우.2039,사별.2039,이혼.2039,계.2040,미혼.2040,유배우.2040,사별.2040,이혼.2040,계.2041,미혼.2041,유배우.2041,사별.2041,이혼.2041,계.2042,미혼.2042,유배우.2042,사별.2042,이혼.2042,계.2043,미혼.2043,유배우.2043,사별.2043,이혼.2043,계.2044,미혼.2044,유배우.2044,사별.2044,이혼.2044,계.2045,미혼.2045,유배우.2045,사별.2045,이혼.2045,계.2046,미혼.2046,유배우.2046,사별.2046,이혼.2046,계.2047,미혼.2047,유배우.2047,사별.2047,이혼.2047,계.2048,미혼.2048,유배우.2048,사별.2048,이혼.2048,계.2049,미혼.2049,유배우.2049,사별.2049,이혼.2049,계.2050,미혼.2050,유배우.2050,사별.2050,이혼.2050,계.2051,미혼.2051,유배우.2051,사별.2051,이혼.2051,계.2052,미혼.2052,유배우.2052,사별.2052,이혼.2052
서울특별시,남자,65세이상,673816,21153,546755,45866,60042,697450,23735,561302,47442,64971,722671,27693,575698,48874,70406,740224,30885,584396,50051,74892,760744,34819,594683,51341,79901,780001,38806,604117,52698,84380,798060,43223,612000,53898,88939,817266,48563,620337,55207,93159,841571,55080,631745,56720,98026,863892,62051,641151,58208,102482,887992,70614,650798,59786,106794,909547,79181,658091,61533,110742,929113,87827,664011,63176,114099,947038,96349,668576,64998,117115,960712,104489,669904,66820,119499,970964,112091,668802,68761,121310,980492,120054,666876,70732,122830,988643,127910,663854,72779,124100,997147,137014,659985,74883,125265,1008686,147022,657971,77089,126604,1020251,158014,655335,79329,127573,1030441,168252,652158,81585,128446,1036213,178039,645999,83682,128493,1038686,187026,637909,85695,128056,1036635,195405,626793,87509,126928,1034316,203884,615605,89140,125687,1030280,212146,603382,90657,124095
서울특별시,여자,합계,1617427,692777,429501,275870,219279,1636031,704021,435711,273464,222835,1658813,718850,440564,273238,226161,1679195,732186,444822,272911,229276,1697645,744502,448473,272455,232215,1715076,756783,451508,271840,234945,1731266,768850,453934,271106,237376,1746426,780928,455730,270184,239584,1760191,792367,457268,269049,241507,1773049,803605,458557,267714,243173,1785008,814581,459587,266198,244642,1795609,824721,460387,264570,245931,1804702,833855,460943,262790,247114,1812152,841864,461267,260877,248144,1817815,848494,461414,258868,249039,1821281,853483,461386,256660,249752,1822531,856851,461159,254291,250230,1821365,858527,460737,251675,250426,1817835,858320,460239,248968,250308,1812225,857267,459191,245857,249910,1804766,854951,458010,242551,249254,1795996,851583,456839,239206,248368,1786282,848572,454999,235366,247345,1776013,845818,452757,231230,246208,1765685,843876,449881,226998,244930,1755120,842333,446781,222501,243505,1744493,841902,443083,217604,241904
서울특별시,여자,24세이하,84872,84180,611,1,80,78797,78127,589,0,81,77410,76782,550,0,78,76130,75546,507,0,77,76193,75655,465,0,73,77756,77244,443,0,69,78272,77792,414,0,66,77268,76823,385,0,60,76941,76523,363,0,55,77368,76952,367,0,49,76020,75609,363,0,48,73615,73213,353,0,49,70563,70170,345,0,48,67660,67271,341,0,48,63374,63006,325,0,43,58129,57792,298,0,39,53719,53406,278,0,35,50210,49915,264,0,31,47170,46889,249,0,32,44638,44375,235,0,28,42560,42311,222,0,27,41159,40918,217,0,24,40582,40343,215,0,24,40938,40699,215,0,24,42272,42027,221,0,24,44049,43791,232,0,26,45721,45448,244,0,29
서울특별시,여자,25~29세,176139,167150,8054,12,923,172255,162935,8337,9,974,166373,156904,8367,10,1092,160940,151490,8290,10,1150,153026,143931,7923,7,1165,144100,135730,7258,10,1102,140219,132242,6887,11,1079,139777,132120,6603,12,1042,138820,131482,6346,12,980,139074,131913,6223,12,926,141904,134650,6341,11,902,143464,136101,6462,11,890,142740,135381,6480,11,868,142249,134832,6547,10,860,142795,135114,6796,10,875,140667,132918,6867,8,874,136216,128593,6766,6,851,130150,122650,6658,6,836,123835,116437,6573,7,818,115566,108462,6315,4,785,106426,99782,5908,6,730,98809,92553,5565,5,686,92629,86679,5292,5,653,87190,81509,5061,5,615,82541,77070,4871,5,595,78952,73675,4698,5,574,76886,71675,4639,3,569
서울특별시,여자,30~34세,177340,148503,25860,109,2868,182045,153602,25601,82,2760,184584,155909,25885,75,2715,184949,155579,26457,75,2838,185089,154671,27269,69,3080,183427,152085,27916,71,3355,177636,146046,27992,73,3525,169948,138694,27555,79,3620,163463,132364,27354,76,3669,154755,124407,26675,70,3603,145696,116556,25641,67,3432,142288,113150,25676,67,3395,142442,112793,26180,63,3406,141603,111766,26413,63,3361,141691,111609,26706,65,3311,144699,113715,27575,64,3345,146282,114527,28304,62,3389,145562,113463,28645,59,3395,144889,112337,29088,60,3404,145145,111708,29909,59,3469,142861,109303,30046,60,3452,138150,105129,29583,59,3379,131632,99341,28947,55,3289,124882,93400,28250,52,3180,116431,86411,26937,47,3036,107450,79252,25301,45,2852,100194,73518,23941,43,2692
서울특별시,여자,35~39세,130327,86166,37817,321,6023,134272,90384,37661,303,5924,141855,97511,38218,276,5850,147964,103767,38385,247,5565,153581,109387,38571,234,5389,158771,114332,39000,202,5237,160507,116171,39072,170,5094,161557,116795,39536,161,5065,160628,115069,40201,162,5196,159707,112641,41417,159,5490,157148,108587,42583,168,5810,150934,102054,42742,172,5966,143398,94806,42393,171,6028,137257,88334,42611,169,6143,129151,80748,42126,170,6107,121057,73759,41201,164,5933,118268,70218,41873,164,6013,118434,68962,43143,169,6160,117350,67072,43946,171,6161,117504,66933,44298,164,6109,120274,68170,45732,164,6208,121314,67575,47282,165,6292,120601,66458,47706,163,6274,119920,65006,48487,158,6269,120251,64314,49439,161,6337,118345,62679,49249,153,6264,114313,59879,48218,146,6070
서울특별시,여자,40~44세,118689,60405,45238,988,12058,117892,61401,44030,829,11632,115771,62001,42201,711,10858,116313,63844,41342,653,10474,118683,67023,41012,616,10032,121932,71326,40475,565,9566,128346,77793,40809,514,9230,135115,84347,41253,477,9038,140542,90174,41276,436,8656,145587,95407,41366,409,8405,150170,99888,41706,369,8207,151301,101278,41694,327,8002,151848,101418,42147,316,7967,150583,99443,42705,316,8119,149404,96591,43969,317,8527,146566,92106,45153,329,8978,140424,85816,45077,337,9194,133179,78954,44585,338,9302,127297,72588,44804,345,9560,119436,65226,44273,346,9591,111696,58598,43320,335,9443,109038,54904,44072,346,9716,108881,52879,45575,359,10068,107830,51394,45938,359,10139,107942,51193,46295,355,10099,110341,51500,48176,357,10308,111240,51060,49372,359,10449
서울특별시,여자,45~49세,123509,50163,50165,2422,20759,127257,53632,51087,2280,20258,130803,57244,51399,2121,20039,132145,60186,50522,1891,19546,128952,60951,48098,1552,18351,125962,61289,46132,1356,17185,122262,61394,43656,1206,16006,119726,62312,41534,1044,14836,120038,64474,40449,951,14164,122345,68014,39923,885,13523,125632,72737,39228,807,12860,132231,79623,39429,742,12437,139156,86612,39712,687,12145,144780,92879,39600,631,11670,149992,98483,39569,594,11346,154629,103200,39772,548,11109,155590,104623,39604,501,10862,155910,104663,39894,487,10866,154269,102441,40274,486,11068,152681,99184,41367,493,11637,149306,94180,42348,512,12266,142632,87443,42128,521,12540,134923,80143,41553,523,12704,128656,73318,41652,540,13146,120337,65491,41000,543,13303,112263,58507,39972,537,13247,109387,54516,40567,559,13745
서울특별시,여자,50~54세,128833,37429,54111,5592,31701,127764,39664,53404,4792,29904,124029,40716,51839,4074,27400,121863,42058,50716,3621,25468,124939,45503,51103,3428,24905,129239,49372,51869,3272,24726,133921,53711,52763,3107,24340,137152,57401,52887,2908,23956,137968,60402,51791,2626,23149,133975,61147,49075,2216,21537,130289,61478,46831,1945,20035,125782,61535,44071,1716,18460,122632,62415,41746,1489,16982,122525,64583,40517,1349,16076,124586,68166,39888,1249,15283,127699,72967,39111,1137,14484,134339,80039,39246,1052,14002,141246,87147,39472,984,13643,146865,93525,39312,912,13116,152068,99232,39233,861,12742,156619,103978,39356,808,12477,157300,105275,39080,752,12193,157332,105139,39266,729,12198,155331,102655,39562,727,12387,153431,99126,40548,744,13013,149692,93816,41407,775,13694,142677,86827,41128,787,13935
서울특별시,여자,55~59세,135475,25443,58738,11993,39301,140273,28655,60658,11018,39942,143911,32743,61342,9970,39856,143796,36242,60532,8824,38198,141932,38360,59494,7942,36136,137859,40350,56906,6891,33712,134092,41466,55013,6042,31571,130393,42680,53264,5258,29191,128193,44167,51977,4721,27328,131455,47908,52266,4470,26811,135929,52083,52927,4273,26646,140850,56766,53713,4075,26296,144160,60782,53690,3837,25851,144868,64078,52384,3498,24908,140424,64899,49436,3002,23087,136317,65246,47000,2650,21421,131253,65241,44050,2326,19636,127774,66156,41591,2025,18002,127526,68427,40277,1830,16992,129711,72304,39564,1690,16153,133096,77507,38736,1542,15311,140285,85158,38854,1437,14836,147748,92886,39034,1351,14477,153903,99863,38826,1261,13953,159625,106134,38697,1200,13594,164530,111306,38753,1136,13335,165121,112600,38422,1066,13033
서울특별시,여자,60~64세,124889,13745,52349,21464,37331,122789,14697,52125,18945,37022,123391,16210,52508,17601,37072,129662,18567,55118,17028,38949,133534,22040,56339,15638,39517,139334,25774,58634,14627,40299,144716,30293,59890,13831,40702,148389,34689,60326,12718,40656,148399,38482,59364,11431,39122,146608,40790,58182,10424,37212,142519,42927,55566,9183,34843,138817,44187,53641,8188,32801,135235,45582,51856,7258,30539,133154,47266,50542,6582,28764,136788,51406,50795,6250,28337,141582,55998,51351,6004,28229,146880,61113,52032,5771,27964,150325,65451,51886,5474,27514,150911,68937,50457,5039,26478,146162,69783,47475,4387,24517,141812,70150,45029,3894,22739,136487,70158,42099,3410,20820,132988,71236,39676,2977,19099,132915,73824,38363,2692,18036,135416,78151,37610,2488,17167,139330,83950,36785,2280,16315,147332,92452,36873,2134,15873
서울특별시,여자,65~69세,123429,9433,44056,36790,33150,126839,9869,46195,35615,35160,128490,10404,47666,33616,36804,126405,11243,47621,30953,36588,124070,12016,47370,28201,36483,120269,12860,46382,25234,35793,121028,14336,46908,23299,36485,121444,15842,47248,21781,36573,127606,18237,49590,21282,38497,131167,21667,50610,19816,39074,136603,25330,52551,18806,39916,141582,29790,53504,17943,40345,144976,34134,53778,16721,40343,144894,37913,52869,15214,38898,143114,40213,51745,14019,37137,139161,42383,49389,12504,34885,135617,43704,47638,11311,32964,132144,45138,46037,10174,30795,130102,46857,44874,9302,29069,133683,51051,45115,8861,28656,138343,55657,45584,8539,28563,143547,60797,46164,8250,28336,146883,65151,45961,7862,27909,147459,68685,44589,7287,26898,142798,69560,41895,6417,24926,138525,69972,39699,5722,23132,133277,70039,37095,5003,21140
서울특별시,여자,70~74세,100349,5772,27261,46662,20654,105378,6486,29227,46444,23221,111846,7492,31430,46898,26026,118551,8123,33813,47262,29353,122932,8743,35766,46246,32177,128961,9409,38408,46145,34999,129397,9498,39261,44775,35863,131178,10066,40446,42940,37726,129031,10905,40309,40102,37715,126529,11697,40036,36974,37822,122584,12574,39150,33486,37374,123265,14038,39545,31407,38275,123431,15555,39747,29545,38584,129516,17953,41655,29131,40777,132969,21396,42426,27522,41625,138232,25044,43957,26498,42733,143026,29474,44678,25523,43351,146261,33806,44853,24105,43497,146043,37592,44053,22206,42192,144195,39927,43077,20673,40518,140165,42136,41090,18670,38269,136561,43506,39616,17102,36337,133057,45021,38271,15586,34179,131019,46864,37294,14360,32501,134573,51144,37476,13732,32221,139328,55898,37846,13297,32287,144682,61190,38329,12926,32237
서울특별시,여자,75~79세,78777,2523,15154,52172,8928,80447,2638,16053,51986,9770,82287,2844,17171,51119,11153,85266,3294,18425,50886,12661,91945,3765,20740,52298,15142,100053,4530,22989,54522,18012,106106,5396,24699,55060,20951,112379,6224,26612,56079,23464,118950,6742,28683,57052,26473,123198,7263,30415,56439,29081,129290,7831,32737,57012,31710,129716,7914,33547,55768,32487,131522,8438,34652,54181,34251,129204,9186,34594,51159,34265,126491,9873,34416,47747,34455,122313,10664,33726,43815,34108,122678,11914,34120,41676,34968,122437,13259,34339,39536,35303,128195,15402,36029,39363,37401,131068,18431,36758,37687,38192,135672,21586,38124,36747,39215,139695,25435,38817,35676,39767,142153,29141,39029,34061,39922,141264,32392,38396,31717,38759,138992,34377,37603,29778,37234,134586,36275,35937,27179,35195,130876,37523,34694,25158,33501
서울특별시,여자,80~84세,61039,1224,7373,48402,4040,61820,1265,7765,48264,4526,64597,1373,8592,49483,5149,68018,1511,9395,51104,6008,71792,1671,10315,52919,6887,74079,1655,10891,53972,7561,75189,1796,11749,53161,8483,77308,1945,12660,52988,9715,80393,2267,13652,53399,11075,87276,2611,15530,55809,13326,95010,3136,17208,58795,15871,100655,3749,18535,59880,18491,106672,4329,20023,61536,20784,113011,4691,21602,63211,23507,117404,5065,23082,63313,25944,123697,5473,24949,64830,28445,124290,5548,25519,63938,29285,126232,5964,26377,62917,30974,123841,6515,26266,59988,31072,121273,7021,26239,56654,31359,117387,7597,25891,52681,31218,117677,8510,26255,50797,32115,117362,9507,26599,48672,32584,122788,11112,28034,48997,34645,125113,13355,28710,47504,35544,129072,15676,29862,46887,36647,132033,18501,30404,45854,37274
서울특별시,여자,85세이상,53760,641,2714,48942,1463,58203,666,2979,52897,1661,63466,717,3396,57284,2069,67193,736,3699,60357,2401,70977,786,4008,63305,2878,73334,827,4205,64973,3329,79575,916,4821,69857,3981,84792,990,5421,73739,4642,89219,1079,5913,76799,5428,94005,1188,6472,80031,6314,96214,1195,6755,81276,6988,101109,1323,7475,84274,8037,105927,1440,8194,86975,9318,110848,1669,8887,89544,10748,119632,1925,10135,94610,12962,126533,2218,11037,98109,15169,133949,2635,11974,101624,17716,141501,2999,12993,105401,20108,149542,3301,14037,109259,22945,159095,3630,15333,113978,26154,168549,3996,16624,118593,29336,173342,4222,17107,120686,31327,179511,4648,17875,123023,33965,181918,5097,18090,123075,35656,185963,5523,18579,124024,37837,188657,6036,18864,124128,39629,190754,6674,19157,123566,41357
서울특별시,여자,65세이상,417354,19593,96558,232968,68235,432687,20924,102219,235206,74338,450686,22830,108255,238400,81201,465433,24907,112953,240562,87011,481716,26981,118199,242969,93567,496696,29281,122875,244846,99694,511295,31942,127438,246152,105763,527101,35067,132387,247527,112120,545199,39230,138147,248634,119188,562175,44426,143063,249069,125617,579701,50066,148401,249375,131859,596327,56814,152606,249272,137635,612528,63896,156394,248958,143280,627473,71412,159607,248259,148195,639610,78472,161804,247211,152123,649936,85782,163058,245756,155340,659560,93275,163929,244072,158284,668575,101166,164599,242133,160677,677723,109667,165259,240118,162679,689314,120060,166522,237853,164879,700116,130972,167313,235230,166601,710822,142470,167959,232511,167882,718966,153468,167735,229204,168559,724448,164150,166403,225436,168459,727439,173959,164263,221455,167762,730168,183857,162208,217213,166890,731622,193927,159679,212507,165509
